,age,job,marital
7486,31,services,married
7487,25,admin.,single
7488,44,technician,married
7489,47,admin.,single
7490,28,technician,single
7491,44,technician,married
7492,46,blue-collar,divorced
7493,38,blue-collar,single
7494,29,admin.,married
7495,46,unemployed,divorced
7496,41,admin.,divorced
7497,38,blue-collar,single
7498,25,admin.,single
7499,24,blue-collar,married
7500,30,admin.,married
7501,37,admin.,married
7502,60,blue-collar,married
7503,38,technician,married
7504,33,admin.,married
7505,47,admin.,married
7506,45,unknown,married
7507,55,technician,married
7508,31,blue-collar,married
7509,37,admin.,divorced
7510,46,technician,married
7511,39,admin.,married
7512,30,blue-collar,married
7513,46,management,married
7514,43,admin.,married
7515,28,technician,single
7516,53,self-employed,married
7517,54,services,married
7518,28,services,single
7519,33,technician,married
7520,36,unemployed,married
7521,38,blue-collar,married
7522,59,entrepreneur,divorced
7523,36,blue-collar,single
7524,43,blue-collar,married
7525,49,blue-collar,married
7526,36,blue-collar,married
7527,47,self-employed,married
7528,32,admin.,single
7529,49,self-employed,single
7530,34,admin.,married
7531,37,admin.,single
7532,41,admin.,married
7533,23,services,single
7534,26,technician,married
7535,54,admin.,married
7536,46,admin.,married
7537,31,admin.,married
7538,37,admin.,married
7539,53,admin.,single
7540,54,housemaid,divorced
7541,31,services,single
7542,41,entrepreneur,married
7543,30,admin.,married
7544,56,blue-collar,married
7545,33,services,single
7546,33,admin.,married
7547,34,admin.,married
7548,34,admin.,married
7549,39,blue-collar,married
7550,43,blue-collar,married
7551,30,services,married
7552,55,blue-collar,married
7553,28,blue-collar,married
7554,59,technician,married
7555,37,blue-collar,married
7556,33,blue-collar,married
7557,33,technician,single
7558,25,blue-collar,single
7559,32,admin.,single
7560,48,self-employed,married
7561,43,technician,married
7562,38,blue-collar,single
7563,42,technician,married
7564,43,technician,divorced
7565,41,technician,single
7566,46,admin.,married
7567,44,technician,married
7568,35,blue-collar,married
7569,53,housemaid,divorced
7570,29,services,married
7571,29,technician,married
7572,51,retired,divorced
7573,33,technician,unknown
7574,41,technician,single
7575,33,services,married
7576,35,admin.,married
7577,56,blue-collar,married
7578,36,blue-collar,single
7579,39,management,married
7580,25,admin.,single
7581,26,services,single
7582,46,blue-collar,married
7583,40,admin.,married
7584,32,technician,married
7585,59,retired,single
7586,38,admin.,divorced
7587,30,blue-collar,married
7588,48,entrepreneur,married
7589,49,blue-collar,divorced
7590,47,unknown,married
7591,37,management,married
7592,39,blue-collar,divorced
7593,31,admin.,married
7594,31,admin.,married
7595,48,admin.,divorced
7596,41,services,married
7597,29,services,married
7598,49,entrepreneur,married
7599,31,blue-collar,single
7600,48,admin.,married
7601,38,services,divorced
7602,46,blue-collar,married
7603,38,self-employed,married
7604,43,management,married
7605,53,admin.,married
7606,36,blue-collar,married
7607,34,management,married
7608,41,blue-collar,married
7609,35,blue-collar,married
7610,38,technician,single
7611,49,entrepreneur,married
7612,37,admin.,married
7613,49,blue-collar,married
7614,36,services,married
7615,54,management,married
7616,29,blue-collar,married
7617,43,technician,married
7618,52,self-employed,married
7619,31,management,single
7620,48,technician,single
7621,39,blue-collar,married
7622,38,services,married
7623,37,admin.,single
7624,47,technician,married
7625,39,blue-collar,married
7626,29,management,single
7627,34,housemaid,divorced
7628,52,self-employed,single
7629,29,blue-collar,single
7630,36,blue-collar,married
7631,54,blue-collar,married
7632,33,technician,unknown
7633,47,admin.,married
7634,59,blue-collar,divorced
7635,38,technician,divorced
7636,45,blue-collar,married
7637,41,technician,single
7638,44,services,married
7639,32,services,single
7640,55,technician,married
7641,47,technician,divorced
7642,32,blue-collar,married
7643,27,blue-collar,married
7644,35,blue-collar,married
7645,59,technician,married
7646,35,technician,married
7647,33,self-employed,single
7648,36,blue-collar,married
7649,37,blue-collar,married
7650,56,admin.,married
7651,30,blue-collar,single
7652,42,services,married
7653,44,technician,married
7654,43,management,married
7655,29,housemaid,married
7656,40,admin.,single
7657,49,management,divorced
7658,33,admin.,single
7659,41,housemaid,married
7660,27,services,single
7661,45,services,divorced
7662,34,housemaid,single
7663,35,technician,single
7664,45,unknown,single
7665,35,self-employed,married
7666,34,blue-collar,married
7667,47,admin.,married
7668,27,technician,single
7669,22,blue-collar,single
7670,36,blue-collar,married
7671,54,technician,married
7672,51,admin.,married
7673,50,admin.,married
7674,44,admin.,married
7675,52,entrepreneur,married
7676,33,management,single
7677,51,admin.,married
7678,30,admin.,single
7679,36,self-employed,divorced
7680,42,blue-collar,divorced
7681,30,blue-collar,single
7682,23,admin.,married
7683,44,services,married
7684,28,admin.,single
7685,39,services,married
7686,57,retired,married
7687,30,blue-collar,married
7688,52,unknown,married
7689,27,admin.,married
7690,37,self-employed,married
7691,44,technician,married
7692,35,technician,divorced
7693,35,blue-collar,married
7694,37,self-employed,married
7695,44,admin.,married
7696,39,entrepreneur,married
7697,50,blue-collar,married
7698,53,services,married
7699,31,blue-collar,single
7700,28,admin.,married
7701,57,services,divorced
7702,42,services,married
7703,34,admin.,married
7704,48,admin.,married
7705,47,admin.,married
7706,36,management,married
7707,28,blue-collar,married
7708,31,admin.,married
7709,30,blue-collar,married
7710,38,services,married
7711,57,blue-collar,married
7712,45,blue-collar,divorced
7713,42,technician,divorced
7714,31,admin.,single
7715,30,technician,married
7716,37,housemaid,married
7717,32,admin.,single
7718,41,technician,married
7719,43,blue-collar,married
7720,34,entrepreneur,married
7721,47,technician,married
7722,40,management,married
7723,43,services,married
7724,48,blue-collar,single
7725,40,admin.,divorced
7726,38,blue-collar,married
7727,37,unemployed,married
7728,55,blue-collar,married
7729,42,blue-collar,married
7730,30,self-employed,single
7731,31,services,single
7732,57,management,married
7733,47,entrepreneur,married
7734,38,technician,married
7735,40,admin.,married
7736,60,unknown,single
7737,50,blue-collar,married
7738,44,admin.,married
7739,40,services,married
7740,34,blue-collar,divorced
7741,46,technician,married
7742,33,admin.,married
7743,51,blue-collar,married
7744,37,unemployed,married
7745,30,services,married
7746,56,housemaid,married
7747,31,blue-collar,married
7748,39,blue-collar,married
7749,40,self-employed,married
7750,36,housemaid,married
7751,40,services,married
7752,41,self-employed,married
7753,42,unemployed,married
7754,47,management,married
7755,51,admin.,married
7756,33,technician,married
7757,35,admin.,single
7758,48,unemployed,married
7759,46,blue-collar,married
7760,24,entrepreneur,married
7761,27,blue-collar,married
7762,33,technician,married
7763,26,management,single
7764,42,technician,married
7765,30,admin.,married
7766,55,technician,married
7767,41,blue-collar,married
7768,47,blue-collar,divorced
7769,42,admin.,married
7770,53,housemaid,married
7771,45,services,married
7772,54,technician,married
7773,39,unemployed,married
7774,52,technician,married
7775,38,services,married
7776,58,blue-collar,married
7777,37,technician,single
7778,29,services,divorced
7779,59,retired,married
7780,36,self-employed,divorced
7781,30,services,married
7782,46,technician,married
7783,46,retired,married
7784,38,unknown,divorced
7785,57,blue-collar,divorced
7786,25,admin.,single
7787,49,management,married
7788,38,blue-collar,married
7789,59,retired,married
7790,32,technician,single
7791,37,entrepreneur,married
7792,34,blue-collar,divorced
7793,46,admin.,married
7794,47,self-employed,married
7795,26,services,single
7796,35,technician,single
7797,42,blue-collar,married
7798,48,technician,married
7799,42,management,divorced
7800,55,technician,married
7801,41,admin.,single
7802,46,admin.,married
7803,44,technician,married
7804,38,admin.,married
7805,30,admin.,married
7806,54,services,divorced
7807,48,entrepreneur,married
7808,38,unemployed,married
7809,33,services,single
7810,44,self-employed,divorced
7811,39,admin.,single
7812,40,technician,married
7813,43,unemployed,married
7814,60,management,married
7815,56,retired,divorced
7816,46,entrepreneur,married
7817,30,services,divorced
7818,38,technician,single
7819,28,services,married
7820,40,admin.,married
7821,34,services,single
7822,40,admin.,married
7823,35,services,single
7824,43,retired,married
7825,51,management,married
7826,33,blue-collar,married
7827,35,admin.,divorced
7828,25,blue-collar,married
7829,50,services,divorced
7830,34,blue-collar,single
7831,47,technician,single
7832,35,blue-collar,married
7833,35,admin.,single
7834,39,entrepreneur,married
7835,42,blue-collar,married
7836,42,blue-collar,married
7837,43,blue-collar,divorced
7838,48,technician,married
7839,25,blue-collar,married
7840,32,blue-collar,married
7841,47,self-employed,divorced
7842,47,technician,single
7843,30,services,married
7844,31,self-employed,married
7845,35,management,single
7846,38,blue-collar,married
7847,39,blue-collar,married
7848,45,blue-collar,single
7849,40,blue-collar,single
7850,30,services,married
7851,48,blue-collar,married
7852,38,blue-collar,married
7853,58,unemployed,married
7854,39,blue-collar,married
7855,58,blue-collar,married
7856,39,admin.,married
7857,35,blue-collar,married
7858,40,management,married
7859,49,admin.,divorced
7860,34,blue-collar,married
7861,49,unemployed,divorced
7862,32,blue-collar,married
7863,44,admin.,single
7864,35,blue-collar,married
7865,38,technician,single
7866,35,blue-collar,married
7867,33,technician,single
7868,30,services,single
7869,55,entrepreneur,divorced
7870,47,entrepreneur,married
7871,51,blue-collar,married
7872,40,entrepreneur,married
7873,44,blue-collar,married
7874,41,blue-collar,married
7875,32,blue-collar,single
7876,40,services,single
7877,41,self-employed,married
7878,38,technician,married
7879,29,technician,single
7880,32,admin.,single
7881,39,services,single
7882,41,services,divorced
7883,39,self-employed,married
7884,25,admin.,single
7885,33,technician,married
7886,24,services,single
7887,36,housemaid,married
7888,35,blue-collar,divorced
7889,40,blue-collar,married
7890,26,admin.,married
7891,40,technician,divorced
7892,45,management,married
7893,39,entrepreneur,married
7894,26,admin.,single
7895,41,technician,single
7896,48,housemaid,married
7897,32,admin.,married
7898,47,admin.,married
7899,51,blue-collar,married
7900,55,blue-collar,married
7901,37,admin.,divorced
7902,52,services,married
7903,47,management,divorced
7904,33,blue-collar,married
7905,53,admin.,divorced
7906,57,housemaid,married
7907,53,services,married
7908,25,admin.,married
7909,26,admin.,single
7910,46,management,married
7911,58,retired,married
7912,56,technician,married
7913,52,technician,married
7914,43,technician,married
7915,36,technician,married
7916,45,blue-collar,single
7917,36,blue-collar,married
7918,55,admin.,divorced
7919,29,blue-collar,married
7920,48,blue-collar,married
7921,42,services,divorced
7922,47,admin.,married
7923,45,technician,single
7924,25,blue-collar,married
7925,41,services,divorced
7926,51,technician,married
7927,41,technician,single
7928,40,blue-collar,married
7929,33,services,single
7930,28,admin.,single
7931,27,admin.,married
7932,25,admin.,married
7933,45,admin.,married
7934,55,blue-collar,married
7935,49,blue-collar,married
7936,39,admin.,single
7937,53,management,divorced
7938,53,unknown,married
7939,31,blue-collar,married
7940,39,admin.,single
7941,55,admin.,married
7942,38,blue-collar,married
7943,32,blue-collar,divorced
7944,34,blue-collar,married
7945,54,admin.,married
7946,54,management,married
7947,47,management,divorced
7948,29,services,single
7949,36,admin.,married
7950,37,services,married
7951,41,admin.,married
7952,26,blue-collar,married
7953,25,self-employed,single
7954,60,management,married
7955,40,entrepreneur,married
7956,40,technician,single
7957,36,management,married
7958,38,admin.,married
7959,28,blue-collar,single
7960,25,technician,divorced
7961,45,management,divorced
7962,44,blue-collar,married
7963,51,management,married
7964,39,admin.,married
7965,33,self-employed,single
7966,49,unknown,married
7967,36,blue-collar,single
7968,39,self-employed,married
7969,55,blue-collar,married
7970,48,blue-collar,divorced
7971,33,admin.,single
7972,58,blue-collar,married
7973,36,housemaid,married
7974,28,admin.,married
7975,37,admin.,married
7976,45,technician,married
7977,43,technician,single
7978,30,blue-collar,married
7979,34,services,divorced
7980,39,blue-collar,married
7981,35,admin.,single
7982,33,admin.,married
7983,33,services,single
7984,37,blue-collar,married
7985,39,services,divorced
7986,49,technician,married
7987,39,blue-collar,married
7988,37,entrepreneur,married
7989,45,admin.,married
7990,40,services,divorced
7991,52,admin.,divorced
7992,41,admin.,married
7993,43,admin.,married
7994,30,blue-collar,single
7995,34,unemployed,single
7996,41,services,married
7997,45,admin.,married
7998,36,services,single
7999,33,blue-collar,single
8000,55,blue-collar,married
8001,42,retired,married
8002,42,services,married
8003,44,blue-collar,married
8004,36,services,married
8005,41,blue-collar,married
8006,35,unknown,married
8007,58,admin.,divorced
8008,58,retired,married
8009,52,entrepreneur,married
8010,32,admin.,married
8011,33,technician,married
8012,56,management,divorced
8013,37,admin.,married
8014,55,technician,married
8015,35,technician,married
8016,24,admin.,married
8017,54,retired,divorced
8018,42,admin.,married
8019,47,services,married
8020,27,blue-collar,married
8021,33,admin.,single
8022,34,technician,married
8023,51,services,married
8024,30,management,single
8025,58,admin.,married
8026,31,management,married
8027,33,admin.,married
8028,47,housemaid,married
8029,35,blue-collar,single
8030,55,retired,divorced
8031,45,admin.,divorced
8032,32,services,married
8033,30,technician,married
8034,39,admin.,married
8035,53,blue-collar,married
8036,47,entrepreneur,single
8037,52,blue-collar,married
8038,38,blue-collar,married
8039,37,admin.,divorced
8040,36,housemaid,married
8041,47,housemaid,married
8042,28,blue-collar,married
8043,44,blue-collar,divorced
8044,34,admin.,married
8045,33,blue-collar,married
8046,30,technician,married
8047,41,blue-collar,married
8048,57,blue-collar,married
8049,60,retired,married
8050,34,blue-collar,married
8051,39,management,married
8052,36,admin.,married
8053,48,technician,divorced
8054,44,technician,married
8055,34,technician,married
8056,42,technician,married
8057,28,admin.,married
8058,30,technician,married
8059,40,admin.,single
8060,38,technician,single
8061,52,technician,divorced
8062,52,blue-collar,married
8063,36,admin.,single
8064,27,blue-collar,married
8065,53,services,divorced
8066,38,admin.,single
8067,39,technician,married
8068,47,blue-collar,married
8069,35,admin.,married
8070,54,blue-collar,married
8071,33,technician,single
8072,39,admin.,married
8073,41,blue-collar,single
8074,29,technician,married
8075,50,retired,married
8076,32,entrepreneur,single
8077,31,blue-collar,married
8078,29,entrepreneur,married
8079,44,unemployed,married
8080,41,blue-collar,married
8081,30,housemaid,married
8082,33,services,married
8083,56,services,married
8084,26,blue-collar,married
8085,49,blue-collar,married
8086,40,admin.,single
8087,51,services,married
8088,48,blue-collar,married
8089,47,technician,divorced
8090,34,blue-collar,married
8091,36,admin.,married
8092,43,services,married
8093,56,entrepreneur,married
8094,39,housemaid,divorced
8095,43,technician,single
8096,39,admin.,married
8097,59,management,married
8098,50,admin.,married
8099,24,services,single
8100,38,blue-collar,married
8101,41,technician,married
8102,34,blue-collar,married
8103,48,unemployed,single
8104,35,admin.,married
8105,54,entrepreneur,divorced
8106,31,services,married
8107,42,services,married
8108,45,blue-collar,married
8109,24,services,single
8110,37,management,married
8111,57,housemaid,married
8112,35,student,single
8113,41,admin.,married
8114,33,unemployed,single
8115,42,blue-collar,married
8116,35,technician,single
8117,44,technician,married
8118,36,blue-collar,married
8119,28,services,single
8120,57,blue-collar,divorced
8121,41,management,divorced
8122,41,blue-collar,divorced
8123,36,technician,divorced
8124,38,student,single
8125,48,blue-collar,married
8126,48,blue-collar,married
8127,39,technician,married
8128,33,admin.,married
8129,52,services,married
8130,59,retired,divorced
8131,42,self-employed,married
8132,57,management,married
8133,33,services,married
8134,39,entrepreneur,married
8135,39,technician,single
8136,28,services,married
8137,60,unknown,married
8138,44,blue-collar,married
8139,36,services,single
8140,26,admin.,married
8141,40,admin.,married
8142,48,blue-collar,married
8143,40,blue-collar,married
8144,43,blue-collar,single
8145,49,services,married
8146,32,technician,married
8147,56,management,married
8148,48,housemaid,married
8149,44,entrepreneur,married
8150,57,blue-collar,married
8151,30,technician,single
8152,34,blue-collar,married
8153,34,technician,married
8154,46,unemployed,married
8155,32,services,married
8156,48,admin.,married
8157,46,blue-collar,married
8158,38,technician,single
8159,43,entrepreneur,married
8160,41,management,married
8161,36,services,single
8162,48,blue-collar,divorced
8163,52,blue-collar,married
8164,43,entrepreneur,married
8165,46,blue-collar,married
8166,55,blue-collar,divorced
8167,44,blue-collar,single
8168,24,services,single
8169,58,retired,married
8170,41,unemployed,married
8171,29,management,single
8172,26,technician,single
8173,32,management,married
8174,35,blue-collar,married
8175,45,blue-collar,divorced
8176,33,technician,married
8177,38,admin.,married
8178,36,blue-collar,single
8179,35,blue-collar,married
8180,34,blue-collar,married
8181,41,blue-collar,married
8182,37,blue-collar,married
8183,39,housemaid,married
8184,33,technician,married
8185,43,technician,married
8186,47,blue-collar,married
8187,33,admin.,married
8188,40,blue-collar,married
8189,31,services,single
8190,34,admin.,married
8191,39,blue-collar,married
8192,35,blue-collar,married
8193,35,technician,married
8194,59,retired,single
8195,42,admin.,single
8196,32,blue-collar,single
8197,48,admin.,married
8198,46,technician,married
8199,41,unemployed,divorced
8200,29,admin.,married
8201,38,student,single
8202,30,blue-collar,single
8203,38,unemployed,married
8204,50,self-employed,married
8205,37,services,married
8206,30,blue-collar,married
8207,52,management,divorced
8208,40,blue-collar,divorced
8209,50,unknown,single
8210,36,entrepreneur,married
8211,41,blue-collar,married
8212,50,housemaid,single
8213,38,technician,married
8214,51,retired,divorced
8215,38,services,married
8216,38,blue-collar,married
8217,55,management,married
8218,58,technician,married
8219,41,blue-collar,married
8220,31,management,single
8221,36,management,married
8222,34,blue-collar,married
8223,33,blue-collar,single
8224,42,services,married
8225,35,blue-collar,married
8226,49,technician,married
8227,58,retired,married
8228,51,self-employed,married
8229,38,blue-collar,married
8230,48,blue-collar,married
8231,35,blue-collar,married
8232,49,technician,married
8233,56,management,married
8234,35,blue-collar,married
8235,60,retired,divorced
8236,37,admin.,single
8237,31,blue-collar,single
8238,44,admin.,single
8239,38,admin.,single
8240,40,blue-collar,married
8241,30,self-employed,married
8242,36,student,single
8243,50,blue-collar,married
8244,28,admin.,single
8245,50,services,married
8246,48,management,married
8247,57,blue-collar,divorced
8248,56,entrepreneur,married
8249,56,entrepreneur,married
8250,27,admin.,married
8251,49,blue-collar,married
8252,52,blue-collar,married
8253,35,blue-collar,married
8254,34,technician,married
8255,50,blue-collar,divorced
8256,29,admin.,single
8257,31,blue-collar,married
8258,40,admin.,married
8259,37,self-employed,married
8260,37,services,married
8261,57,blue-collar,married
8262,31,admin.,single
8263,40,admin.,single
8264,30,blue-collar,married
8265,43,blue-collar,married
8266,35,blue-collar,married
8267,29,services,single
8268,38,admin.,married
8269,46,blue-collar,married
8270,47,technician,single
8271,39,admin.,married
8272,42,blue-collar,married
8273,35,self-employed,married
8274,39,self-employed,married
8275,57,technician,married
8276,38,admin.,single
8277,47,management,married
8278,37,management,married
8279,41,blue-collar,married
8280,41,services,married
8281,42,technician,married
8282,38,blue-collar,married
8283,46,admin.,single
8284,31,blue-collar,single
8285,32,technician,married
8286,46,unemployed,divorced
8287,59,entrepreneur,married
8288,55,unknown,married
8289,53,self-employed,married
8290,43,unemployed,married
8291,49,blue-collar,married
8292,50,blue-collar,married
8293,26,blue-collar,single
8294,30,technician,single
8295,40,blue-collar,married
8296,43,retired,married
8297,53,admin.,married
8298,25,admin.,married
8299,48,admin.,divorced
8300,27,blue-collar,married
8301,53,admin.,married
8302,44,self-employed,married
8303,54,management,married
8304,30,blue-collar,married
8305,32,admin.,married
8306,29,entrepreneur,married
8307,43,admin.,married
8308,43,management,married
8309,36,services,married
8310,45,blue-collar,married
8311,34,services,married
8312,38,services,married
8313,53,housemaid,married
8314,57,technician,divorced
8315,38,blue-collar,married
8316,41,blue-collar,married
8317,49,blue-collar,married
8318,35,technician,married
8319,39,admin.,married
8320,31,services,married
8321,50,admin.,married
8322,30,admin.,married
8323,50,blue-collar,married
8324,49,management,divorced
8325,37,admin.,married
8326,47,blue-collar,divorced
8327,43,admin.,divorced
8328,29,admin.,divorced
8329,31,housemaid,married
8330,38,entrepreneur,married
8331,43,admin.,divorced
8332,29,admin.,single
8333,35,admin.,married
8334,54,technician,married
8335,27,management,single
8336,57,blue-collar,divorced
8337,30,services,married
8338,30,admin.,single
8339,43,unemployed,married
8340,32,admin.,single
8341,34,admin.,single
8342,44,blue-collar,single
8343,31,unemployed,married
8344,29,admin.,married
8345,51,self-employed,married
8346,58,technician,married
8347,33,blue-collar,married
8348,52,admin.,divorced
8349,57,blue-collar,married
8350,24,admin.,single
8351,27,unemployed,married
8352,42,admin.,married
8353,30,services,married
8354,28,blue-collar,single
8355,31,unemployed,divorced
8356,32,blue-collar,married
8357,33,blue-collar,single
8358,42,management,married
8359,29,blue-collar,single
8360,30,blue-collar,married
8361,34,admin.,married
8362,40,blue-collar,married
8363,28,student,single
8364,45,services,single
8365,35,blue-collar,married
8366,35,blue-collar,married
8367,26,self-employed,married
8368,60,admin.,married
8369,51,technician,married
8370,36,services,divorced
8371,35,technician,married
8372,39,self-employed,married
8373,31,blue-collar,single
8374,40,blue-collar,married
8375,30,unemployed,married
8376,40,technician,married
8377,46,admin.,married
8378,45,admin.,married
8379,39,blue-collar,married
8380,41,blue-collar,married
8381,36,admin.,married
8382,57,blue-collar,divorced
8383,38,blue-collar,married
8384,42,services,divorced
8385,39,admin.,married
8386,51,blue-collar,married
8387,32,blue-collar,married
8388,57,admin.,divorced
8389,50,blue-collar,divorced
8390,27,blue-collar,married
8391,38,technician,single
8392,50,admin.,married
8393,46,technician,married
8394,26,blue-collar,single
8395,29,admin.,married
8396,32,blue-collar,divorced
8397,33,admin.,married
8398,59,admin.,married
8399,33,admin.,married
8400,58,blue-collar,married
8401,42,blue-collar,divorced
8402,32,admin.,single
8403,50,services,divorced
8404,43,blue-collar,married
8405,46,management,married
8406,28,admin.,married
8407,29,services,married
8408,45,services,married
8409,31,blue-collar,married
8410,42,admin.,married
8411,31,technician,single
8412,53,services,married
8413,31,housemaid,married
8414,27,services,single
8415,40,blue-collar,married
8416,40,admin.,single
8417,40,blue-collar,divorced
8418,58,self-employed,married
8419,31,management,single
8420,60,retired,single
8421,38,blue-collar,married
8422,27,blue-collar,single
8423,59,technician,married
8424,36,blue-collar,single
8425,40,services,married
8426,58,retired,married
8427,35,blue-collar,married
8428,54,services,married
8429,34,blue-collar,married
8430,42,services,married
8431,36,blue-collar,married
8432,45,blue-collar,married
8433,31,blue-collar,married
8434,33,blue-collar,married
8435,37,admin.,divorced
8436,29,admin.,single
8437,40,blue-collar,married
8438,30,admin.,married
8439,32,admin.,single
8440,46,housemaid,divorced
8441,30,admin.,single
8442,29,management,single
8443,35,entrepreneur,married
8444,37,housemaid,married
8445,47,self-employed,married
8446,42,blue-collar,married
8447,59,retired,married
8448,45,technician,divorced
8449,29,self-employed,single
8450,31,blue-collar,single
8451,34,blue-collar,married
8452,48,services,single
8453,40,self-employed,married
8454,45,services,married
8455,32,self-employed,divorced
8456,33,blue-collar,married
8457,42,blue-collar,married
8458,38,services,divorced
8459,47,admin.,married
8460,41,management,married
8461,41,blue-collar,married
8462,43,management,married
8463,34,services,single
8464,34,blue-collar,married
8465,52,unemployed,married
8466,48,blue-collar,married
8467,37,technician,married
8468,41,blue-collar,married
8469,47,technician,married
8470,46,admin.,married
8471,42,admin.,married
8472,28,services,single
8473,36,admin.,single
8474,49,admin.,married
8475,37,admin.,married
8476,28,blue-collar,single
8477,35,entrepreneur,married
8478,56,unemployed,married
8479,42,blue-collar,married
8480,36,blue-collar,married
8481,36,admin.,married
8482,45,entrepreneur,married
8483,57,admin.,divorced
8484,46,unemployed,married
8485,28,blue-collar,married
8486,36,blue-collar,married
8487,38,services,married
8488,36,admin.,single
8489,45,technician,married
8490,35,services,married
8491,30,blue-collar,single
8492,35,blue-collar,married
8493,42,technician,single
8494,44,admin.,married
8495,48,retired,married
8496,26,admin.,single
8497,30,services,divorced
8498,56,blue-collar,married
8499,26,blue-collar,married
8500,50,admin.,married
8501,34,entrepreneur,married
8502,52,retired,married
8503,58,admin.,single
8504,50,technician,married
8505,43,blue-collar,married
8506,46,blue-collar,married
8507,45,blue-collar,married
8508,31,admin.,married
8509,39,services,married
8510,31,technician,married
8511,34,management,married
8512,46,blue-collar,married
8513,30,blue-collar,married
8514,30,student,single
8515,37,technician,single
8516,38,unknown,married
8517,41,admin.,married
8518,48,admin.,divorced
8519,39,blue-collar,married
8520,41,self-employed,married
8521,57,blue-collar,married
8522,31,blue-collar,married
8523,41,unknown,single
8524,54,admin.,divorced
8525,42,blue-collar,single
8526,32,blue-collar,married
8527,47,admin.,divorced
8528,26,unknown,single
8529,39,admin.,married
8530,36,entrepreneur,married
8531,26,blue-collar,single
8532,32,blue-collar,single
8533,29,unemployed,married
8534,30,admin.,married
8535,38,admin.,single
8536,25,admin.,single
8537,33,admin.,married
8538,41,technician,married
8539,31,blue-collar,married
8540,29,admin.,married
8541,42,admin.,married
8542,35,admin.,single
8543,60,admin.,married
8544,48,admin.,married
8545,58,blue-collar,divorced
8546,46,admin.,married
8547,30,services,single
8548,31,blue-collar,married
8549,34,admin.,single
8550,37,admin.,divorced
8551,24,student,single
8552,58,services,married
8553,59,retired,married
8554,36,entrepreneur,married
8555,28,management,single
8556,31,blue-collar,married
8557,23,blue-collar,single
8558,34,technician,divorced
8559,40,admin.,married
8560,46,technician,married
8561,25,blue-collar,married
8562,33,admin.,married
8563,26,technician,single
8564,32,admin.,single
8565,50,admin.,single
8566,32,admin.,single
8567,26,technician,single
8568,34,admin.,married
8569,31,services,single
8570,34,management,married
8571,31,services,single
8572,26,blue-collar,single
8573,42,blue-collar,married
8574,26,management,single
8575,27,self-employed,single
8576,30,blue-collar,married
8577,50,admin.,married
8578,55,retired,divorced
8579,50,self-employed,married
8580,52,retired,married
8581,36,blue-collar,single
8582,29,admin.,single
8583,36,blue-collar,married
8584,26,admin.,married
8585,25,admin.,married
8586,45,self-employed,single
8587,28,blue-collar,single
8588,31,blue-collar,divorced
8589,27,student,single
8590,32,services,married
8591,57,blue-collar,married
8592,27,blue-collar,single
8593,39,blue-collar,married
8594,50,technician,married
8595,29,admin.,single
8596,31,blue-collar,single
8597,25,services,single
8598,38,blue-collar,married
8599,38,blue-collar,single
8600,49,housemaid,divorced
8601,53,technician,married
8602,35,student,single
8603,32,admin.,married
8604,30,services,single
8605,28,blue-collar,single
8606,33,admin.,single
8607,33,unemployed,married
8608,25,admin.,single
8609,25,student,single
8610,32,housemaid,married
8611,25,admin.,married
8612,31,admin.,single
8613,42,admin.,divorced
8614,45,management,married
8615,52,blue-collar,married
8616,26,student,single
8617,40,housemaid,divorced
8618,29,admin.,single
8619,31,blue-collar,married
8620,53,management,married
8621,36,blue-collar,married
8622,56,admin.,married
8623,48,blue-collar,married
8624,32,services,married
8625,27,technician,single
8626,26,admin.,single
8627,31,admin.,married
8628,35,blue-collar,married
8629,56,housemaid,married
8630,34,technician,divorced
8631,39,admin.,single
8632,31,admin.,married
8633,49,admin.,married
8634,42,services,married
8635,41,blue-collar,married
8636,37,blue-collar,married
8637,51,blue-collar,married
8638,39,admin.,single
8639,41,blue-collar,married
8640,53,blue-collar,married
8641,32,blue-collar,married
8642,50,housemaid,divorced
8643,25,unknown,single
8644,45,management,married
8645,61,retired,married
8646,51,unemployed,married
8647,33,admin.,single
8648,25,admin.,single
8649,23,blue-collar,married
8650,35,admin.,married
8651,29,unemployed,single
8652,42,blue-collar,married
8653,32,admin.,single
8654,37,unemployed,married
8655,38,admin.,married
8656,41,entrepreneur,married
8657,40,blue-collar,married
8658,32,admin.,single
8659,50,admin.,married
8660,27,blue-collar,single
8661,36,blue-collar,single
8662,45,services,married
8663,35,technician,single
8664,30,services,single
8665,36,admin.,married
8666,26,blue-collar,married
8667,26,admin.,married
8668,32,blue-collar,married
8669,29,admin.,single
8670,26,self-employed,married
8671,46,blue-collar,married
8672,39,technician,married
8673,46,blue-collar,married
8674,27,unemployed,single
8675,32,admin.,married
8676,48,admin.,divorced
8677,42,blue-collar,married
8678,32,technician,married
8679,23,services,single
8680,35,unemployed,married
8681,59,retired,married
8682,27,blue-collar,married
8683,53,admin.,divorced
8684,50,blue-collar,married
8685,41,blue-collar,married
8686,52,management,divorced
8687,36,entrepreneur,married
8688,27,services,single
8689,38,admin.,single
8690,25,blue-collar,married
8691,29,blue-collar,single
8692,51,blue-collar,married
8693,29,services,married
8694,45,admin.,single
8695,56,admin.,single
8696,47,blue-collar,married
8697,28,blue-collar,married
8698,39,blue-collar,married
8699,53,management,married
8700,28,admin.,married
